"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"0500000US36103","Suffolk County, New York","499744","4104","2.9","0.4","1.9","0.4","4.5","0.5","4.7","0.6","7.5","0.8","13.1","0.9","12.0","1.0","21.1","0.9","13.3","0.9","18.9","0.7","106228","3154","138724","3642","49.0","(X)","(X)","(X)","(X)","(X)","359977","5990","1.6","0.4","0.7","0.3","2.4","0.5","3.3","0.7","5.7","0.7","12.1","1.0","11.6","1.0","23.4","1.2","16.3","1.1","22.9","1.0","125309","2422","158072","4600","(X)","(X)","49.5","(X)","(X)","(X)","276306","6095","0.6","0.3","0.6","0.3","1.5","0.5","2.3","0.6","4.5","0.8","10.6","1.0","10.7","1.0","23.9","1.4","18.1","1.4","27.1","1.2","139822","3540","174418","5640","(X)","(X)","(X)","(X)","(X)","(X)","139767","5704","6.8","1.3","5.0","1.2","10.2","1.4","8.9","1.2","13.6","1.9","17.3","2.2","14.0","1.8","14.0","1.7","4.5","0.9","5.6","1.0","57312","4152","79037","4219","(X)","(X)","(X)","(X)","45.7","(X)"
"0500000US36105","Sullivan County, New York","28960","1694","8.5","2.8","6.0","2.5","7.6","2.6","8.9","3.2","11.3","3.4","17.8","4.3","13.5","3.3","15.3","3.6","6.9","2.6","4.3","1.6","60137","4340","75269","5887","35.6","(X)","(X)","(X)","(X)","(X)","16914","1752","2.5","1.5","7.7","4.4","5.0","2.5","9.2","4.0","12.2","4.5","17.2","5.4","14.7","3.8","16.1","3.8","9.2","3.8","6.3","2.4","68127","13100","85089","8204","(X)","(X)","35.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","83189","11560","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12046","1765","17.1","6.4","5.7","3.3","12.2","5.5","10.8","4.9","10.6","4.2","15.8","5.6","10.2","4.4","14.3","6.5","2.2","2.4","1.1","1.1","41003","10110","55547","7618","(X)","(X)","(X)","(X)","35.1","(X)"
"0500000US36109","Tompkins County, New York","40322","1657","10.1","2.5","3.4","1.4","8.5","2.4","8.9","2.2","12.9","2.6","18.0","3.3","9.3","2.5","13.5","2.5","5.8","1.8","9.6","2.1","58626","5696","92501","8230","27.1","(X)","(X)","(X)","(X)","(X)","19392","1407","2.0","1.5","1.1","1.3","2.6","1.6","6.3","2.2","10.5","3.2","20.3","4.8","12.2","3.8","18.8","4.4","8.6","2.5","17.4","3.6","90192","8780","136049","14053","(X)","(X)","22.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","106511","9944","N","N","(X)","(X)","(X)","(X)","(X)","(X)","20930","1852","18.1","4.6","5.5","2.5","13.9","4.4","12.1","3.7","14.9","4.4","15.2","4.4","7.0","2.7","8.1","3.0","2.8","1.8","2.4","1.6","35496","8026","50267","5763","(X)","(X)","(X)","(X)","31.2","(X)"
"0500000US36111","Ulster County, New York","69376","2070","5.8","1.5","4.6","1.3","9.5","2.3","7.8","1.8","11.7","2.2","15.7","2.3","13.0","1.6","16.5","2.3","8.5","1.4","6.9","1.3","64087","3519","87755","6707","36.7","(X)","(X)","(X)","(X)","(X)","41610","2487","4.6","1.8","1.0","0.7","4.8","2.0","5.4","1.8","10.9","3.1","15.6","3.1","14.8","2.0","21.1","3.1","12.2","2.1","9.6","1.9","86335","7407","108379","9375","(X)","(X)","39.5","(X)","(X)","(X)","31524","2466","2.1","1.5","0.2","0.3","3.4","1.9","2.7","1.0","8.9","3.0","16.9","3.7","15.2","2.8","24.4","3.9","14.8","2.6","11.3","2.6","100756","6444","N","N","(X)","(X)","(X)","(X)","(X)","(X)","27766","2438","9.0","2.7","10.5","3.3","16.4","4.1","11.5","3.1","13.7","3.4","16.9","4.0","9.9","2.8","8.1","2.7","1.8","1.1","2.2","1.3","36586","3458","52131","4486","(X)","(X)","(X)","(X)","30.2","(X)"
"0500000US36113","Warren County, New York","29593","1551","5.2","2.1","4.9","2.0","7.3","2.4","9.7","2.7","12.9","3.0","18.2","3.8","11.6","2.4","15.4","3.0","7.4","2.3","7.4","2.2","64985","6205","83323","6463","35.1","(X)","(X)","(X)","(X)","(X)","17724","1461","2.3","1.6","1.3","1.0","2.7","1.4","6.4","3.1","12.2","4.4","17.3","4.3","14.9","3.6","21.3","4.5","10.8","3.5","10.7","3.3","90063","10122","104869","8758","(X)","(X)","34.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","98178","9457","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11869","1335","9.4","4.5","10.2","4.5","14.3","5.3","14.5","5.5","14.9","4.7","19.9","6.5","6.2","2.7","5.7","3.1","2.3","2.3","2.6","1.9","37114","7403","49942","6288","(X)","(X)","(X)","(X)","36.0","(X)"
"0500000US36117","Wayne County, New York","36634","1245","7.1","2.4","4.9","1.9","7.3","1.7","11.1","3.2","11.2","2.3","17.6","2.9","14.5","2.9","16.3","2.6","4.9","1.5","5.2","1.8","61730","6356","80472","7242","34.9","(X)","(X)","(X)","(X)","(X)","23214","1472","3.0","1.6","1.6","1.2","6.3","2.5","6.2","2.5","11.9","3.4","18.5","3.7","17.4","4.1","20.9","3.6","7.6","2.5","6.6","2.4","81192","9772","94332","7777","(X)","(X)","34.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","90564","5740","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13420","1446","14.3","5.2","11.4","4.5","13.8","3.9","18.7","5.4","11.6","4.3","14.9","4.7","6.0","2.6","6.7","3.7","0.0","1.3","2.6","2.6","30464","4046","50903","14015","(X)","(X)","(X)","(X)","32.2","(X)"
"0500000US36119","Westchester County, New York","355136","3238","5.4","0.8","3.2","0.6","4.5","0.7","5.1","0.8","8.1","1.0","11.3","1.0","10.9","1.1","16.8","1.1","9.6","0.8","25.0","1.1","101908","2096","160616","4189","40.5","(X)","(X)","(X)","(X)","(X)","245014","5780","2.8","0.8","1.6","0.5","2.6","0.6","3.2","0.7","6.8","1.1","10.2","1.2","11.0","1.3","17.1","1.4","11.8","1.1","32.9","1.3","131023","3605","197616","5618","(X)","(X)","41.8","(X)","(X)","(X)","185927","6080","1.0","0.5","0.8","0.4","1.5","0.5","1.7","0.5","5.3","1.1","8.6","1.2","9.7","1.3","16.6","1.5","13.4","1.3","41.4","1.6","164634","6543","N","N","(X)","(X)","(X)","(X)","(X)","(X)","110122","5151","12.0","1.9","7.4","1.6","9.1","1.6","9.4","1.8","11.2","2.1","14.8","2.0","10.8","1.8","15.2","1.9","4.4","0.9","5.8","1.0","50815","3195","72436","3992","(X)","(X)","(X)","(X)","35.4","(X)"
"0500000US37001","Alamance County, North Carolina","64316","1763","6.1","1.5","6.6","2.0","8.1","2.1","10.9","2.1","12.0","2.0","21.1","2.5","14.6","2.4","12.0","1.9","4.4","1.2","4.1","1.0","58490","3688","71555","3670","34.3","(X)","(X)","(X)","(X)","(X)","41793","2466","4.7","1.8","3.4","2.0","7.5","3.0","7.2","2.0","12.3","2.9","20.1","3.3","17.2","3.2","15.7","2.7","6.1","1.8","5.9","1.5","70332","3032","84062","5873","(X)","(X)","31.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","81592","7453","N","N","(X)","(X)","(X)","(X)","(X)","(X)","22523","2340","10.2","3.1","12.9","3.6","10.0","2.7","18.2","4.9","11.8","3.0","21.1","5.5","9.1","4.3","4.6","2.1","1.2","0.8","0.8","0.6","33459","4985","45486","3728","(X)","(X)","(X)","(X)","38.2","(X)"
"0500000US37019","Brunswick County, North Carolina","58385","2550","4.8","1.4","4.6","1.8","5.7","1.3","9.6","1.8","13.1","2.0","19.8","2.4","14.6","2.2","16.7","2.3","5.6","1.3","5.4","1.4","63668","3211","84495","5644","30.1","(X)","(X)","(X)","(X)","(X)","39806","2318","3.3","1.6","2.0","1.3","2.3","1.0","6.1","1.6","12.5","2.8","21.2","3.0","16.5","3.1","22.8","3.3","7.1","1.6","6.1","1.5","77959","5670","96554","6597","(X)","(X)","30.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","84611","5761","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18579","2137","8.2","3.0","11.4","5.2","12.9","3.6","17.0","4.2","14.2","3.8","17.4","4.7","10.7","4.2","3.3","2.0","1.2","1.1","3.6","3.4","35327","5366","56223","12808","(X)","(X)","(X)","(X)","29.3","(X)"
"0500000US37021","Buncombe County, North Carolina","106741","3462","4.0","1.0","5.1","1.2","12.1","1.9","10.5","1.7","13.2","1.8","19.1","2.2","12.6","1.6","12.6","1.7","5.4","1.2","5.3","1.2","54970","3586","77162","4173","28.0","(X)","(X)","(X)","(X)","(X)","63675","3718","2.3","1.1","2.9","1.3","9.1","2.0","9.1","2.0","11.3","2.1","19.9","2.8","14.3","2.1","16.6","2.3","7.6","1.9","6.9","1.9","69181","5126","90994","6343","(X)","(X)","29.4","(X)","(X)","(X)","49804","3333","1.1","0.8","1.3","0.6","6.7","1.8","6.8","2.0","9.9","2.2","21.1","3.1","16.0","2.6","19.1","2.8","9.5","2.4","8.5","2.3","80847","6179","N","N","(X)","(X)","(X)","(X)","(X)","(X)","43066","3223","7.6","2.2","9.6","2.7","16.9","3.1","13.4","3.1","14.9","2.9","16.5","4.0","10.9","3.1","6.1","1.8","1.6","0.8","2.5","1.1","36470","2346","53400","5066","(X)","(X)","(X)","(X)","24.7","(X)"
"0500000US37023","Burke County, North Carolina","36634","1496","6.2","2.2","4.9","1.6","13.2","3.7","11.9","2.6","15.9","3.6","22.1","3.2","9.8","2.6","10.9","3.2","2.6","1.1","2.4","1.0","47361","4705","61903","3979","22.8","(X)","(X)","(X)","(X)","(X)","25391","1784","3.6","1.7","2.4","1.6","9.9","4.6","9.8","3.1","12.2","4.0","27.7","4.4","13.3","3.5","15.3","4.5","2.8","1.5","3.1","1.4","60227","3149","72568","5595","(X)","(X)","24.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","63480","5361","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11243","1658","13.3","6.3","10.5","4.4","21.7","6.4","15.6","6.0","23.2","6.3","9.7","5.1","3.0","2.4","0.9","1.0","1.1","1.2","0.9","1.1","26503","2690","35933","5658","(X)","(X)","(X)","(X)","17.1","(X)"
"0500000US37025","Cabarrus County, North Carolina","68798","1914","4.2","1.2","3.4","1.6","6.6","1.5","6.5","1.9","12.6","2.8","18.5","2.9","14.2","2.6","16.6","2.5","7.6","1.8","9.9","1.9","72333","4891","94073","5399","34.9","(X)","(X)","(X)","(X)","(X)","51217","2515","1.4","0.8","2.8","1.7","3.5","1.2","4.6","2.1","12.0","3.3","17.0","3.4","16.6","3.2","19.4","3.3","10.0","2.5","12.8","2.5","85805","5023","108791","6639","(X)","(X)","34.7","(X)","(X)","(X)","38977","2659","1.3","0.8","0.3","0.3","3.3","1.5","3.6","1.8","8.2","2.4","15.5","3.4","16.0","3.4","23.6","3.9","12.8","3.2","15.5","3.1","105767","13392","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17581","1888","13.1","4.2","5.8","3.5","15.6","4.8","11.5","4.9","16.0","5.6","22.2","5.7","5.1","2.8","8.8","4.2","0.8","0.8","1.1","1.1","36855","4420","49392","8089","(X)","(X)","(X)","(X)","34.7","(X)"
"0500000US37027","Caldwell County, North Carolina","32513","1464","4.1","1.6","5.4","2.6","12.3","3.2","15.1","3.9","15.2","3.7","17.9","4.2","15.2","3.6","10.6","2.9","3.1","1.8","1.2","0.9","48737","3982","60360","4418","30.4","(X)","(X)","(X)","(X)","(X)","20975","2154","3.1","2.4","1.4","1.3","7.9","2.8","15.1","5.4","14.0","4.4","20.1","4.6","19.3","5.0","13.7","4.1","4.3","2.8","1.1","1.0","61547","7269","68630","5009","(X)","(X)","30.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","73408","9205","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11538","1888","6.3","3.8","13.3","6.3","21.5","6.7","15.4","5.7","16.8","6.3","12.5","6.5","7.1","4.6","5.0","3.1","0.8","1.4","1.3","1.7","30602","4512","44459","8128","(X)","(X)","(X)","(X)","28.9","(X)"
"0500000US37031","Carteret County, North Carolina","28962","1649","6.7","2.5","3.4","1.6","8.5","2.3","10.5","2.4","14.2","2.6","17.8","2.8","12.3","2.5","15.1","2.5","6.9","2.4","4.6","1.4","60186","3916","81705","7969","33.3","(X)","(X)","(X)","(X)","(X)","18292","1513","2.3","1.6","1.4","1.0","4.0","1.7","8.5","2.9","12.7","2.8","19.5","3.7","15.4","3.5","20.7","3.5","9.5","3.8","5.9","1.7","76840","6648","98025","8999","(X)","(X)","34.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","86239","9700","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10670","1338","15.1","5.7","7.3","3.9","16.5","5.0","14.2","4.7","19.3","5.8","14.6","4.0","5.4","2.4","5.4","3.0","1.1","0.8","1.2","1.1","31771","6017","46103","9558","(X)","(X)","(X)","(X)","31.9","(X)"
"0500000US37035","Catawba County, North Carolina","62417","1772","9.8","2.3","3.6","1.1","9.1","1.5","9.9","2.0","15.6","2.8","19.4","3.0","12.1","2.1","12.4","2.5","3.3","1.3","4.9","1.4","52436","3854","72498","5952","37.0","(X)","(X)","(X)","(X)","(X)","41861","2096","6.6","2.6","1.5","1.1","5.7","2.2","7.1","2.2","14.1","2.9","22.4","3.9","14.6","3.1","16.3","3.4","4.4","1.9","7.1","2.1","66741","3845","88672","8727","(X)","(X)","37.0","(X)","(X)","(X)","30042","2378","2.6","1.5","0.8","0.9","3.7","1.9","5.0","2.1","12.0","3.2","24.7","4.9","17.6","3.7","19.7","3.8","4.5","1.7","9.5","2.7","76508","7439","N","N","(X)","(X)","(X)","(X)","(X)","(X)","20556","2166","16.9","5.1","7.9","2.6","16.6","3.5","15.2","3.9","20.5","6.0","12.6","3.2","6.3","2.3","3.1","2.1","0.6","0.5","0.3","0.6","30416","3746","36814","3832","(X)","(X)","(X)","(X)","36.2","(X)"
"0500000US37037","Chatham County, North Carolina","30674","947","2.1","1.2","4.5","2.8","12.7","3.8","6.4","2.3","13.3","4.9","16.5","3.4","11.5","3.7","15.1","3.8","7.2","2.3","10.8","2.9","66857","5884","99098","9560","36.8","(X)","(X)","(X)","(X)","(X)","21406","1712","0.7","1.0","0.7","0.9","7.1","3.9","6.5","2.9","14.3","6.1","18.6","4.7","13.1","4.8","16.4","4.1","9.3","3.4","13.2","3.7","82689","13198","114339","12633","(X)","(X)","36.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","94238","8119","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9268","1595","5.2","3.2","13.9","8.2","26.0","8.9","8.7","4.7","10.2","6.2","12.9","5.2","7.2","4.1","9.1","4.4","1.5","2.0","5.1","3.6","28310","14214","60055","14094","(X)","(X)","(X)","(X)","37.5","(X)"
"0500000US37045","Cleveland County, North Carolina","30599","1728","9.6","2.4","6.2","2.8","12.6","3.3","11.0","2.9","14.9","3.2","18.8","3.8","11.6","2.7","9.2","2.8","3.4","1.7","2.6","1.4","44987","3403","62849","7577","41.3","(X)","(X)","(X)","(X)","(X)","21410","1958","8.3","3.3","4.4","2.8","10.4","4.3","9.6","3.0","13.3","3.4","18.7","4.6","15.3","3.9","12.5","3.9","4.3","2.4","3.2","1.8","53571","8588","73524","10236","(X)","(X)","41.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","71565","7340","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9189","1402","18.2","5.8","12.6","7.6","16.9","6.6","12.3","5.5","17.3","6.4","16.5","7.6","2.4","2.0","1.3","2.0","1.4","1.6","1.2","1.6","26313","8402","34505","6220","(X)","(X)","(X)","(X)","39.1","(X)"
"0500000US37049","Craven County, North Carolina","42221","1600","5.0","1.9","3.4","1.4","11.2","2.9","16.1","3.3","12.8","3.1","15.0","3.4","12.2","2.9","16.0","3.4","4.0","1.5","4.3","1.5","52832","6314","71562","4779","34.0","(X)","(X)","(X)","(X)","(X)","28502","2035","3.0","1.8","2.7","1.7","8.2","3.9","12.4","3.7","11.6","3.5","14.6","3.7","14.2","3.9","21.5","4.3","5.7","2.1","6.2","2.1","67467","10363","85690","6111","(X)","(X)","33.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","83191","6455","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13719","1926","9.4","4.3","6.6","3.4","19.6","6.6","20.1","6.9","15.6","6.2","15.8","6.5","8.5","3.8","4.1","2.7","0.0","1.4","0.2","0.4","30713","3154","40864","4742","(X)","(X)","(X)","(X)","33.5","(X)"
"0500000US37051","Cumberland County, North Carolina","128135","2243","9.0","1.1","5.1","0.9","10.8","1.2","11.7","1.5","17.9","1.7","17.6","1.5","11.2","1.4","11.3","1.4","3.2","0.6","2.3","0.6","46292","1707","61315","2542","36.9","(X)","(X)","(X)","(X)","(X)","78365","2849","6.0","1.3","2.9","0.9","8.2","1.5","11.3","1.8","17.2","2.0","17.6","2.2","14.1","1.8","15.6","2.1","4.2","0.9","3.0","0.8","55078","3270","70340","2868","(X)","(X)","36.5","(X)","(X)","(X)","51196","2475","2.3","1.2","1.6","0.8","4.1","1.2","9.0","2.0","14.8","2.2","19.3","2.5","16.9","2.4","21.6","2.9","6.0","1.3","4.4","1.3","73799","4118","N","N","(X)","(X)","(X)","(X)","(X)","(X)","49770","2569","14.6","2.2","8.9","1.6","15.4","2.2","14.5","2.7","18.9","2.5","15.1","2.1","6.1","1.5","4.0","1.3","1.3","0.7","1.1","0.7","31629","1657","44656","4483","(X)","(X)","(X)","(X)","35.9","(X)"
"0500000US37057","Davidson County, North Carolina","69938","1667","7.6","1.7","4.5","1.6","10.2","2.3","13.4","2.8","11.7","1.8","20.3","2.7","13.4","2.4","11.9","2.1","3.9","1.3","3.1","1.1","53473","5916","65792","3649","29.4","(X)","(X)","(X)","(X)","(X)","49037","2252","5.7","2.1","2.4","1.8","7.3","2.6","13.1","3.3","11.3","2.4","20.1","3.2","15.9","3.0","15.6","2.9","5.0","1.7","3.5","1.5","64056","4649","73876","4560","(X)","(X)","28.3","(X)","(X)","(X)","36596","2478","3.2","1.6","0.3","0.4","5.8","2.3","9.4","2.9","10.4","2.6","21.8","3.8","19.2","3.7","18.8","3.5","6.7","2.2","4.5","2.0","74210","7084","N","N","(X)","(X)","(X)","(X)","(X)","(X)","20901","2040","13.1","3.8","11.0","4.2","16.3","4.5","15.7","5.0","14.2","4.0","16.4","4.4","7.5","3.8","2.9","1.9","1.1","1.1","1.8","1.2","30648","4478","43616","6014","(X)","(X)","(X)","(X)","31.6","(X)"
"0500000US37063","Durham County, North Carolina","131140","2711","5.9","1.1","3.7","1.1","6.5","1.3","9.3","1.8","13.3","1.8","17.1","2.0","14.4","1.9","15.0","1.9","7.1","1.3","7.8","1.4","65317","3614","86730","4136","32.2","(X)","(X)","(X)","(X)","(X)","75291","4104","3.1","1.2","2.6","1.4","4.8","1.7","7.9","2.3","10.8","2.5","14.4","2.5","17.0","3.2","19.0","2.9","9.0","1.7","11.2","2.1","81056","4077","104113","5439","(X)","(X)","33.5","(X)","(X)","(X)","51215","3307","1.1","0.6","1.0","0.9","2.0","1.2","3.7","1.6","7.4","2.4","13.8","2.7","17.0","3.4","25.4","4.0","12.8","2.6","16.0","3.0","102351","4609","N","N","(X)","(X)","(X)","(X)","(X)","(X)","55849","3581","10.2","2.3","5.2","1.7","9.0","2.2","12.8","3.1","16.9","3.3","20.3","3.3","10.1","2.5","8.6","2.3","4.0","2.0","2.9","1.4","45286","4489","60105","4312","(X)","(X)","(X)","(X)","27.9","(X)"
"0500000US37067","Forsyth County, North Carolina","148151","2664","7.7","1.5","4.4","0.9","12.0","1.6","10.9","1.4","13.1","1.7","17.4","1.9","12.5","1.6","11.9","1.2","4.9","0.8","5.2","0.7","52017","2610","74136","3028","33.7","(X)","(X)","(X)","(X)","(X)","90837","3864","3.4","1.2","2.4","0.9","7.9","1.8","10.5","2.1","9.7","1.7","19.7","2.8","15.9","2.5","16.1","1.8","6.7","1.3","7.7","1.2","70148","3904","92182","4762","(X)","(X)","33.9","(X)","(X)","(X)","63658","2857","0.6","0.4","0.7","0.4","3.4","1.2","7.1","1.9","8.1","1.6","20.9","3.0","18.4","2.8","20.8","2.3","9.1","1.8","10.7","1.7","88444","3393","N","N","(X)","(X)","(X)","(X)","(X)","(X)","57314","3151","15.4","3.2","7.5","2.0","18.6","2.9","12.6","1.8","17.7","3.2","13.7","2.4","7.4","1.9","4.3","1.1","1.6","1.0","1.1","0.5","30873","3253","43132","2924","(X)","(X)","(X)","(X)","31.7","(X)"
"0500000US37069","Franklin County, North Carolina","26720","1244","3.8","1.9","3.7","3.0","7.8","2.9","6.5","2.6","19.2","4.8","21.3","4.5","14.6","4.1","14.1","3.2","6.7","2.8","2.3","1.3","57099","8109","71093","5092","41.0","(X)","(X)","(X)","(X)","(X)","20443","1721","0.3","0.5","2.7","3.3","6.4","3.2","7.4","3.5","23.0","6.7","16.6","5.0","16.8","5.2","17.5","4.6","6.7","2.8","2.5","1.5","63804","10913","76657","5882","(X)","(X)","38.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","82096","7894","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6277","1401","15.3","7.3","7.9","5.7","12.3","6.2","9.0","5.5","19.3","8.5","24.4","12.5","5.8","4.8","4.4","5.3","0.0","3.0","1.5","1.9","36639","10422","43133","6760","(X)","(X)","(X)","(X)","41.9","(X)"
"0500000US37071","Gaston County, North Carolina","85705","1578","5.2","1.1","5.6","1.1","10.5","1.4","9.7","1.6","13.9","1.9","18.7","2.0","12.7","1.8","15.2","2.0","4.9","1.3","3.6","0.8","56595","2954","73164","3057","39.0","(X)","(X)","(X)","(X)","(X)","55868","2476","2.5","1.0","1.6","0.9","6.4","1.8","9.1","2.0","14.4","2.1","19.9","2.3","13.8","2.4","20.4","2.7","6.8","2.0","5.1","1.1","70537","5530","88629","3910","(X)","(X)","38.9","(X)","(X)","(X)","39550","2282","0.9","0.6","0.9","0.8","3.5","1.7","6.7","1.6","12.3","2.4","18.2","2.8","15.4","2.7","25.7","3.4","9.5","2.8","6.9","1.6","85398","7040","N","N","(X)","(X)","(X)","(X)","(X)","(X)","29837","2451","11.7","3.0","13.6","2.9","19.0","3.5","11.5","3.2","14.5","3.5","15.5","2.9","8.1","2.6","4.4","1.8","1.0","0.6","0.7","0.9","29959","3603","40215","2950","(X)","(X)","(X)","(X)","37.6","(X)"
"0500000US37081","Guilford County, North Carolina","206950","3305","7.4","1.3","4.6","0.9","9.6","1.2","9.8","1.4","14.8","1.6","17.0","1.5","12.4","1.2","13.9","1.4","5.3","0.7","5.3","0.7","55328","2852","78134","3083","41.2","(X)","(X)","(X)","(X)","(X)","132323","3909","4.8","1.3","2.7","0.9","7.7","1.7","7.5","1.6","12.9","1.9","18.9","2.1","14.3","1.8","16.9","1.9","7.0","1.1","7.3","1.0","69273","4177","92308","4646","(X)","(X)","41.3","(X)","(X)","(X)","87266","3667","1.7","0.8","0.9","0.5","3.4","1.3","5.3","1.7","10.0","1.4","17.7","2.3","17.6","2.1","22.8","2.6","10.0","1.6","10.6","1.5","89607","3582","116067","6512","(X)","(X)","(X)","(X)","(X)","(X)","74627","3995","12.5","2.5","8.5","1.9","14.2","2.0","13.6","2.7","19.4","2.7","14.1","2.2","6.6","1.5","7.4","2.2","2.1","1.1","1.6","0.7","36464","3819","50070","3659","(X)","(X)","(X)","(X)","39.6","(X)"
"0500000US37085","Harnett County, North Carolina","46416","1461","6.3","1.8","5.6","1.7","12.3","2.6","10.6","2.5","10.7","2.2","19.7","2.8","15.1","2.6","13.9","2.2","3.6","1.2","2.3","0.9","55753","5212","64066","3531","33.8","(X)","(X)","(X)","(X)","(X)","31025","1732","3.4","1.5","2.5","1.6","8.1","2.8","9.7","2.9","10.6","2.4","23.1","3.4","17.6","3.0","18.1","3.2","4.0","1.2","2.9","1.3","66600","3514","73904","4019","(X)","(X)","35.9","(X)","(X)","(X)","23465","1733","1.4","0.9","0.9","0.8","5.3","2.8","6.9","2.4","10.1","2.6","24.6","4.2","19.5","3.1","22.8","4.3","4.8","1.5","3.8","1.7","77087","7378","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15391","1357","12.5","4.3","11.6","4.1","21.4","5.6","14.1","4.9","11.2","3.7","11.6","3.8","10.7","4.6","3.4","2.0","2.7","2.7","0.8","1.0","26646","4734","41353","5431","(X)","(X)","(X)","(X)","28.5","(X)"
