,self_employed,company_size,tech_or_not,tech_it,employer_provide_coverage,mh_care_options_coverage,wellness_program_discuss,resources_mh_help,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,leave,talk_ph_mh_coworkers,talk_mh_supervisors,talk_mh_employer,talk_mh_coworkers,coworker_discuss_mh,importance_ph_employer,importance_mh_employer,previous_employer,prev_tech_or_not,prev_mh_coverage,Were you aware of the options for mental health care provided by your previous employers?,prev_wellness_program_discuss,prev_resources_mh_help,prev_anonymity_mh_treatment,prev_discuss_ph_mh,prev_discuss_mh_supervisors,prev_discuss_employer,prev_discuss_coworkers,prev_coworkers_discuss_mh,describe_conversation,prev_employer_importance_ph,prev_emploey_importance_mh,currently_dx_mh,past_mh_disorder,treatment_for_mh_by_mh_professional,mh_family_history,if_mh_treated_effectively_interfere_work,if_mh_not_treated_effectively_interfere_work,not_reveal_mh_because_observations,share_mh_family_friends,interview_ph,why_why_not_ph,interview_mh,why_why_not_mh,identified_work_mh_individual,reaction_towards_mh,employer_unsuportive_response_mh,unsuportive_desciption,employer_suportive_response_mh,tech_industry_support_mh_issues,age,gender,country_live,state_live,ethnicity,country_work,state_work,key
93,False,26-100,True,True,Yes,No,Yes,Yes,Yes,Somewhat easy,Same level of comfort for each,Yes,False,Yes,True,7.0,7.0,True,True,"No, none did",N/A (was not aware),None did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,True,True,True,,5.0,5.0,No,Yes,True,I don't know,Rarely,Rarely,No,8,Maybe,,Maybe,,False,5,No,,No,3,42,Male,United Kingdom,,,United Kingdom,,45
94,False,More than 1000,True,True,Yes,Yes,No,Yes,I don't know,I don't know,Physical health,No,False,Maybe,True,10.0,8.0,True,False,Some did,I was aware of some,None did,Some did,Sometimes,Physical health,"No, none of my previous supervisors",False,True,True,,6.0,0.0,Yes,Yes,False,I don't know,Never,Sometimes,Yes,1,No,,No,,False,0,"Yes, I observed",,"Yes, I observed",2,41,M,United States of America,Indiana,White,United States of America,Indiana,45
95,False,100-500,True,True,Yes,Yes,Yes,No,I don't know,Somewhat difficult,Same level of comfort for each,No,False,Maybe,True,8.0,4.0,True,True,Some did,I was aware of some,Some did,Some did,I don't know,Physical health,Some of my previous supervisors,False,False,False,,0.0,0.0,Possibly,Yes,True,Yes,Sometimes,Sometimes,Yes,10,No,"I worry it would have a negative impact on my job prospects.

General personality questions are asked, but I get the sense that talking in depth about mental health would be considered oversharing.",Maybe,Job prospects,False,6,"Yes, I experienced","I was told to deal with it, and that problems like this would come up at any job ""it's just life""","Yes, I observed",2,32,Male,Canada,,,Canada,,45
96,False,More than 1000,False,True,No,Yes,No,Yes,I don't know,I don't know,Physical health,No,False,No,False,3.0,3.0,False,,,,,,,,,,,,,,,Don't Know,Don't Know,True,Yes,Sometimes,Sometimes,,0,No,Liability ,No,Hurt interview,False,2,No,,No,1,32,F,United States of America,North Carolina,White,United States of America,North Carolina,45
97,False,100-500,True,True,Yes,No,I don't know,Yes,I don't know,Very easy,Same level of comfort for each,Yes,False,Yes,False,7.0,8.0,True,True,"Yes, they all did",I was aware of some,"Yes, they all did","Yes, they all did","Yes, always",Same level of comfort for each,"Yes, all of my previous supervisors",True,True,True,,8.0,8.0,No,Yes,True,Yes,Sometimes,Often,No,4,No,I would try to avoid it unless absolutely necessary.,No,I would try to avoid it unless absolutely necessary.,False,7,No,,Maybe/Not sure,3,31,Female,United States of America,California,White,United States of America,California,45
98,False,100-500,True,True,Not eligible for coverage / NA,,No,No,I don't know,Somewhat easy,Physical health,Maybe,False,Yes,True,8.0,7.0,True,False,Some did,"Yes, I was aware of all of them",None did,None did,"Yes, always",Physical health,Some of my previous supervisors,True,False,False,,7.0,3.0,Yes,Yes,True,Yes,Rarely,Often,No,9,No,I would worry it would prejudice them against me.,No,I would worry it would prejudice them against me.,True,8,"Yes, I experienced",Please see my answer above to the question about talking to a previous employer about a mental health disorder.,"Yes, I observed",3,34,Non-binary,Switzerland,,,Switzerland,,45
99,False,More than 1000,True,True,Yes,No,Yes,Yes,I don't know,Difficult,Physical health,No,False,No,True,4.0,1.0,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,False,False,,0.0,0.0,Possibly,Possibly,False,Yes,Not applicable to me,Sometimes,Yes,1,Maybe,,No,,False,4,"Yes, I observed",,No,2,36,None,United Kingdom,,,United Kingdom,,45
100,False,100-500,True,True,I don't know,No,Yes,I don't know,Yes,Very easy,Physical health,Yes,False,No,False,10.0,10.0,True,False,"No, none did",N/A (none offered),None did,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",False,False,False,,2.0,0.0,No,No,False,No,Not applicable to me,Not applicable to me,,3,Yes,,No,,False,7,"Yes, I observed",People in a leave for mh issues laughed about,"Yes, I experienced",3,33,male,Switzerland,,,Switzerland,,45
101,False,26-100,True,True,I don't know,No,No,I don't know,Yes,Somewhat easy,Physical health,Maybe,False,Maybe,False,5.0,5.0,True,False,"Yes, they all did","Yes, I was aware of all of them","Yes, they all did","Yes, they all did","Yes, always",Same level of comfort for each,Some of my previous supervisors,True,True,True,,5.0,5.0,Yes,Yes,True,Yes,Never,Rarely,,10,No,loss of potential job,No,loss of potential job,False,7,No,,"Yes, I experienced",3,30,male,United States of America,Tennessee,White,United States of America,Tennessee,45
102,False,26-100,True,True,I don't know,Yes,No,No,I don't know,Difficult,Physical health,Maybe,True,Yes,True,3.0,0.0,True,True,I don't know,N/A (was not aware),I don't know,None did,"Yes, always",Same level of comfort for each,Some of my previous supervisors,True,True,True,"Again, asked advice and I gave it.",5.0,3.0,Yes,Yes,True,Yes,Sometimes,Often,Yes,8,Maybe,"I wouldn't want to do so until I was offered the job. Unfortunately, I can't hide my hearing issue anymore. ",No,I wouldn't bring it up until I was offered the job and more likely not until after i was hired.,True,3,"Yes, I experienced",,"Yes, I experienced",1,45,Female,United States of America,Vermont,White,United States of America,Vermont,45
103,False,More than 1000,True,True,Yes,No,Yes,Yes,I don't know,Very easy,Same level of comfort for each,Yes,False,Yes,True,7.0,7.0,True,True,I don't know,N/A (was not aware),None did,Some did,I don't know,Same level of comfort for each,"Yes, all of my previous supervisors",False,True,True,Day to day.,9.0,5.0,No,No,False,No,Not applicable to me,Not applicable to me,No,10,Yes,"To an extent, I'll talk about exercise and fitness and wellbeing, but if you are going to ask me questions about my diagnosis of anything or things of that nature, that is off limits. That's not something you need to know in an interview.",Yes,"Similar vein, I will talk about some good aspects of how I think and how I work in my thinking. But I am not going to inform you if I have a mental health disorder in an interview, it's not needed.",False,10,No,,"Yes, I observed",4,30,Male,United States of America,Minnesota,White,United States of America,Minnesota,45
104,True,,,,,,,,,,,,,,,,,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,False,False,,3.0,0.0,Possibly,Yes,True,Yes,Sometimes,Sometimes,,2,Maybe,To avoid future difficulties,No,Fear of discrimination,False,3,No,,No,3,48,Male,United Kingdom,,,United Kingdom,,45
105,False,100-500,True,True,Yes,No,No,No,I don't know,Somewhat difficult,Physical health,No,False,Maybe,False,5.0,5.0,True,True,Some did,"No, I only became aware later",None did,None did,I don't know,Physical health,Some of my previous supervisors,False,False,True,"Anxiety, Depression, Impostor Syndrome",5.0,5.0,Possibly,Don't Know,False,I don't know,Often,Often,Yes,6,Maybe,,No,Stigma,False,4,"Yes, I observed",,Maybe/Not sure,3,29,Male,Portugal,,,Portugal,,45
106,True,,,,,,,,,,,,,,,,,True,True,"No, none did",N/A (none offered),None did,None did,Sometimes,Physical health,"No, none of my previous supervisors",True,True,True,,6.0,2.0,Yes,Yes,True,I don't know,Rarely,Often,Yes,8,Maybe,,Yes,I wouldn't want to work somewhere in which bringing it up/speaking about it would be an issue.,True,3,"Yes, I experienced",,No,2,35,Female-identified,Canada,,,Canada,,45
107,False,100-500,True,True,I don't know,No,No,I don't know,I don't know,I don't know,Physical health,No,False,Maybe,False,5.0,2.0,True,False,I don't know,N/A (was not aware),I don't know,Some did,I don't know,Physical health,"No, none of my previous supervisors",False,False,False,,7.0,2.0,Yes,,True,I don't know,Sometimes,Often,Yes,5,Maybe,Depends on the Condition and the employer,No,To much of a Stigma,False,4,"Yes, I observed",Person committed suicide,Maybe/Not sure,1,41,Male,United States of America,Indiana,White,United States of America,Indiana,45
108,False,26-100,False,True,Yes,Yes,No,No,Yes,Neither easy nor difficult,Same level of comfort for each,Maybe,False,Yes,True,1.0,5.0,True,False,Some did,I was aware of some,Some did,Some did,"Yes, always",Same level of comfort for each,Some of my previous supervisors,True,True,True,"My coworker shared that they had become increasingly isolated and withdrawn after relocating and starting the position, because they felt that they didn't ""gel"" with the rest of the cohort and they were afraid to share those feelings in case it was perceived as weakness/lack of commitment.",1.0,4.0,Possibly,No,False,Yes,Not applicable to me,Not applicable to me,No,10,Maybe,"I would bring up things that directly impact my work and work environment (things like stairs vs elevator, lighting, etc) but I view all other physical health issues as my personal business and unrelated to my work.",No,"I manage my anxiety with medication and it very rarely impacts my work. I prefer to discuss it if it comes up as necessary, rather than warn potential employers about something they may never see.",False,7,No,,"Yes, I experienced",3,27,F,United States of America,Indiana,White,United States of America,Indiana,45
109,False,6-25,True,True,Yes,Yes,No,Yes,Yes,Very easy,Same level of comfort for each,Yes,True,Yes,True,8.0,8.0,True,True,"Yes, they all did",I was aware of some,Some did,Some did,Sometimes,Physical health,Some of my previous supervisors,True,True,True,,5.0,5.0,Possibly,Yes,True,I don't know,Sometimes,Often,No,9,Yes,,Maybe,,False,6,No,,No,2,42,Male,United States of America,Nebraska,White,United States of America,Nebraska,45
110,False,100-500,True,True,I don't know,No,No,No,I don't know,I don't know,Physical health,Yes,False,Yes,True,5.0,3.0,True,False,I don't know,N/A (was not aware),Some did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,False,False,,7.0,3.0,Possibly,Possibly,True,Yes,Not applicable to me,Sometimes,No,8,Maybe,,Maybe,,False,8,No,,Maybe/Not sure,2,32,male,United States of America,Kansas,White,United States of America,Kansas,45
111,False,100-500,True,True,I don't know,No,I don't know,I don't know,I don't know,Very easy,Physical health,Yes,False,Maybe,False,6.0,5.0,True,True,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,False,False,,3.0,3.0,No,No,False,No,Not applicable to me,Not applicable to me,,7,Maybe,Only if I thought it would pertain to getting my work done.,No,I would be worried about losing the job.,False,8,No,,No,4,32,Male,United States of America,Nebraska,White,United States of America,Nebraska,45
112,False,1-5,True,True,Yes,Yes,No,No,Yes,Very easy,Same level of comfort for each,No,False,No,False,5.0,8.0,True,False,I don't know,N/A (was not aware),Some did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,False,False,,5.0,4.0,Yes,Yes,True,Yes,Rarely,Sometimes,No,8,Yes,It could impact how well I can access the office or do my work,Maybe,"If they asked I’d probably tell them, but if I don’t like to bring up my mental health unless it’s clearly causing a problem",False,5,No,,No,2,20,Woman,United States of America,Nebraska,White,United States of America,Nebraska,45
113,True,,,,,,,,,,,,,,,,,True,False,"No, none did",N/A (none offered),None did,None did,No,Physical health,Some of my previous supervisors,False,True,True,,7.0,4.0,Yes,Yes,True,Yes,Sometimes,Often,Maybe,8,Maybe,,Maybe,,False,6,Maybe/Not sure,,"Yes, I experienced",2,24,woman,United States of America,Georgia,White,United States of America,Georgia,45
114,False,500-1000,False,True,I don't know,No,Yes,I don't know,I don't know,Very easy,Same level of comfort for each,Yes,False,Maybe,False,6.0,6.0,True,False,I don't know,"No, I only became aware later",None did,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",False,False,False,,3.0,3.0,No,No,False,No,Not applicable to me,Not applicable to me,No,6,No,I would be concerned that would be a check mark in the 'do not hire' column.,No,Not a good first impression. ,False,6,No,,Maybe/Not sure,4,0,male,United States of America,Nebraska,White,United States of America,Nebraska,45
115,False,26-100,True,True,I don't know,No,No,No,I don't know,Very easy,Physical health,Yes,False,Maybe,False,7.0,7.0,True,True,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,False,False,,8.0,6.0,No,No,False,No,Not applicable to me,Not applicable to me,No,7,Maybe,If it wasn't relevant to my ability to do the job I may not mention it.,Maybe,Might not be worth the risk if I felt I could perform the job.,False,5,No,,"Yes, I observed",3,38,Male,United States of America,Nebraska,White,United States of America,Nebraska,45
116,False,6-25,True,True,I don't know,Yes,No,No,I don't know,Neither easy nor difficult,Physical health,Maybe,False,Maybe,False,8.0,5.0,True,False,"No, none did",N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,False,False,,6.0,0.0,Yes,Yes,True,I don't know,Rarely,Sometimes,No,6,No,Not sure how it would be relevant. ,No,Wouldn’t want to disqualify myself from the position for something I can typically keep under control.,False,4,Maybe/Not sure,,Maybe/Not sure,3,31,Male,United States of America,Nebraska,White,United States of America,Nebraska,45
117,False,26-100,True,False,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Mental health,No,False,No,False,3.0,1.0,False,,,,,,,,,,,,,,,Yes,Yes,True,Yes,Rarely,Rarely,No,3,Maybe,,No,,True,4,"Yes, I experienced",,"Yes, I experienced",4,26,M,United States of America,Alaska,More than one of the above,United States of America,Alaska,45
118,False,26-100,True,True,Yes,No,No,No,Yes,Somewhat easy,Physical health,Yes,True,Yes,False,5.0,6.0,True,True,Some did,I was aware of some,None did,Some did,Sometimes,Physical health,Some of my previous supervisors,True,True,True,,8.0,5.0,Yes,Yes,True,Yes,Sometimes,Often,Maybe,7,No,,No,,False,7,Maybe/Not sure,,"Yes, I experienced",4,40,Male,United States of America,Missouri,White,United States of America,Missouri,45
119,False,6-25,False,True,Yes,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Maybe,False,Maybe,False,7.0,7.0,True,False,Some did,I was aware of some,Some did,Some did,I don't know,Physical health,"No, none of my previous supervisors",False,True,True,,7.0,7.0,Yes,Yes,True,Yes,Sometimes,Often,No,9,Maybe,They will find ways to not hire you,No,They will not hire you,False,4,No,,Maybe/Not sure,2,30,male,United States of America,Nebraska,White,United States of America,Nebraska,45
120,False,26-100,False,True,Yes,Yes,No,I don't know,I don't know,Very easy,Physical health,Maybe,False,Maybe,False,0.0,0.0,True,True,Some did,"No, I only became aware later",None did,None did,I don't know,Physical health,"No, none of my previous supervisors",True,False,False,,5.0,5.0,Yes,Don't Know,True,No,Not applicable to me,Often,No,5,No,"It makes a bad impression, consciously or not.",No,Same as phys: unconscious bias (if not conscious bias),False,3,"Yes, I experienced","Manager didn't care or thought it was an excuse, and only followed up once",No,1,38,Male,United States of America,Nebraska,White,United States of America,Nebraska,45
121,False,More than 1000,True,True,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Same level of comfort for each,Yes,True,Maybe,False,5.0,5.0,True,True,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,False,False,,5.0,5.0,No,No,True,No,Not applicable to me,Not applicable to me,,7,Yes,,Maybe,,False,5,No,,No,4,28,male,United States of America,Virginia,White,United States of America,Virginia,45
122,False,More than 1000,False,False,Not eligible for coverage / NA,No,No,No,I don't know,Somewhat difficult,Physical health,No,False,No,False,2.0,1.0,True,False,Some did,N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,False,False,,3.0,4.0,Don't Know,No,False,No,Rarely,Not applicable to me,Maybe,4,Maybe,,No,,False,5,Maybe/Not sure,,Maybe/Not sure,2,28,Female,Pakistan,,,Pakistan,,45
123,False,More than 1000,True,False,Yes,No,No,Yes,I don't know,I don't know,Physical health,No,True,No,True,6.0,3.0,True,True,I don't know,N/A (was not aware),Some did,Some did,I don't know,Physical health,"No, none of my previous supervisors",True,True,False,,4.0,2.0,Yes,Possibly,True,Yes,Rarely,Often,Yes,7,Yes,I know my rights if they don't hire me.,Maybe,I'm not sure.,False,3,"Yes, I experienced","Director of HR compared me to a ""tower shooter"" because of an assessment result I tested into.",No,1,30,Male,United States of America,Washington,White,United States of America,Washington,45
124,False,More than 1000,False,True,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Same level of comfort for each,Yes,True,Yes,True,7.0,5.0,False,,,,,,,,,,,,,,,Yes,Yes,True,Yes,Rarely,Often,No,10,No,I wouldn't want them to even think of it in their decision making,Maybe,"I make data visualizations with my mental health data, so it would likely come up in that context. ",True,6,No,,"Yes, I observed",3,23,Nonbinary,United States of America,Minnesota,White,United States of America,Minnesota,45
125,False,More than 1000,True,True,I don't know,No,No,No,I don't know,I don't know,Same level of comfort for each,Yes,True,Yes,False,10.0,3.0,False,,,,,,,,,,,,,,,Don't Know,Don't Know,False,I don't know,Sometimes,Rarely,No,10,Yes,Its the norm.,No,Fear I wouldn't get hired.,False,5,Maybe/Not sure,,No,5,30,male,United States of America,Georgia,White,United States of America,Georgia,45
126,False,More than 1000,False,False,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Same level of comfort for each,Yes,True,Maybe,False,5.0,9.0,True,False,Some did,I was aware of some,Some did,Some did,"Yes, always",Physical health,Some of my previous supervisors,True,True,True,,8.0,6.0,Yes,Yes,True,Yes,Sometimes,Often,No,9,No,I would fear discrimination in hiring,No,I would fear discrimination in hiring,False,8,Maybe/Not sure,,"Yes, I experienced",4,33,female,United States of America,Oregon,White,United States of America,Oregon,45
127,False,500-1000,False,True,Yes,Yes,No,No,Yes,Somewhat difficult,Same level of comfort for each,No,False,Yes,True,10.0,4.0,True,False,Some did,"Yes, I was aware of all of them",None did,None did,"Yes, always",Physical health,Some of my previous supervisors,False,True,True,Sharing care giver stories,10.0,2.0,No,No,True,Yes,Not applicable to me,Not applicable to me,No,10,No,Discrimination avoidance,No,Discrimination Avoidance,False,5,No,,No,3,53,Female,United States of America,Washington,White,United States of America,Washington,45
128,False,More than 1000,False,True,Yes,Yes,Yes,I don't know,Yes,Neither easy nor difficult,Physical health,Maybe,True,Maybe,True,5.0,2.0,True,False,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,True,True,Same as the previous answer for L. except he brought his family's MI up first.,0.0,0.0,Yes,Yes,True,I don't know,Sometimes,Often,Yes,5,No,"They don't need to know, but I'd consider speaking about it if there are responsibilities i may not be able to accomplish.",No,I feel I would be judged and rejected even if I was the best candidate otherwise.,True,3,"Yes, I observed",My wife worked for the same employer and has borderline + cptsd. She was told to be 'happier' at work and was poorly treated by her supervisors - she was basically pushed out.,"Yes, I experienced",2,38,Male,United States of America,Washington,White,United States of America,Washington,45
129,False,26-100,True,True,No,,No,No,I don't know,Somewhat easy,Same level of comfort for each,Maybe,False,Maybe,False,0.0,0.0,True,False,"No, none did",N/A (none offered),None did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,False,True,False,,0.0,0.0,Possibly,Yes,False,No,Not applicable to me,Often,,10,No,I probably won't get the job. No one want to hire someone sick.,No,Same as above,False,2,Maybe/Not sure,,No,1,34,male,Poland,,,Poland,,45
130,False,More than 1000,False,True,I don't know,No,No,I don't know,I don't know,Somewhat easy,Physical health,Yes,False,No,False,8.0,7.0,True,False,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"Yes, all of my previous supervisors",False,False,False,,5.0,5.0,No,No,False,I don't know,Not applicable to me,Not applicable to me,,5,Yes,"Generally, it's a fairness consideration. If I may need to be gone excessively or otherwise handle issues related to a physical problem, that should be a fair notice.",Yes,"Again, if it may become an issue that affects how I work, or my general ability to work at all, then it should be fairly noted for consideration",False,6,No,,No,4,40,Male,United States of America,Kansas,White,United States of America,Kansas,45
131,False,More than 1000,True,True,Yes,No,No,I don't know,I don't know,I don't know,Physical health,Yes,False,Maybe,True,7.0,5.0,True,False,"Yes, they all did",I was aware of some,None did,Some did,I don't know,Physical health,Some of my previous supervisors,False,False,False,,7.0,5.0,No,No,False,Yes,Not applicable to me,Not applicable to me,,8,Yes,Need to arrange accommodation up front.,Yes,Need to arrange accommodation up front.,False,5,No,,No,4,42,Male,United States of America,Florida,Asian,United States of America,Florida,45
132,False,6-25,True,True,Yes,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Yes,True,Yes,True,5.0,5.0,True,False,I don't know,N/A (was not aware),None did,Some did,I don't know,Same level of comfort for each,Some of my previous supervisors,False,True,False,,5.0,5.0,Yes,Yes,True,I don't know,Rarely,Often,No,10,Yes,"I don’t like surprises in a working environment. If I have a need, I want to address it. ",Maybe,"I don’t want to be judged before I start working based on a mental condition. Once I have established myself and have a reputation based on my work and my demeanor, then I can be more comfortable that revealing a mental disorder wouldn’t affect others’ views of me quite so much. ",True,5,No,,Maybe/Not sure,3,42,Male,United States of America,Illinois,White,United States of America,Illinois,45
133,False,26-100,False,True,Yes,Yes,No,Yes,I don't know,I don't know,Physical health,Maybe,False,Maybe,False,8.0,5.0,True,False,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,False,False,,5.0,0.0,Yes,Yes,True,I don't know,Sometimes,Often,No,6,No,I wouldn’t see why it wouldn’t be relevant in an interview.,No,Same reason.,False,4,No,,No,3,38,Male,Canada,,,Canada,,45
134,False,More than 1000,False,True,Yes,Yes,No,Yes,Yes,Somewhat easy,Physical health,Maybe,True,Maybe,True,6.0,6.0,True,False,Some did,"Yes, I was aware of all of them",None did,None did,"Yes, always",Physical health,Some of my previous supervisors,False,True,True,Commiserating about medication withdrawal and difficulty in finding therapists.,0.0,0.0,Yes,Yes,True,Yes,Rarely,Sometimes,No,10,No,I don't want it to influence them (even unconscious bias). I don't want them to not hire me because of it.,No,I don't want it to influence them (even unconscious bias). I don't want them to not hire me because of it.,True,7,Maybe/Not sure,,"Yes, I experienced",2,33,agender,United States of America,Washington,White,United States of America,Washington,45
135,False,100-500,True,True,Yes,Yes,I don't know,I don't know,Yes,I don't know,Physical health,Maybe,False,Maybe,True,8.0,5.0,True,True,"Yes, they all did","Yes, I was aware of all of them",Some did,Some did,I don't know,Physical health,Some of my previous supervisors,False,True,True,Discussed issues with anxiety and depression.,6.0,3.0,Yes,Yes,True,Yes,Sometimes,Often,Maybe,9,Maybe,"In general, I don't think the interview is the right place for this type of discussion unless it would prevent me from performing the job.",No,I would be afraid of not getting the job.,False,6,Maybe/Not sure,,"Yes, I experienced",4,35,Male,United States of America,Ohio,White,United States of America,Ohio,45
136,False,100-500,True,True,No,,No,No,I don't know,Somewhat easy,Physical health,No,False,No,False,6.0,2.0,False,,,,,,,,,,,,,,,Possibly,Possibly,False,I don't know,Not applicable to me,Sometimes,No,4,No,In the fear that the employer won't choose me,No,In the fear that they won't choose me,False,4,No,,No,2,27,Female,Spain,,,Spain,,45
137,False,More than 1000,False,True,Not eligible for coverage / NA,Yes,Yes,No,I don't know,Somewhat easy,Same level of comfort for each,Yes,True,Maybe,True,7.0,7.0,True,False,"No, none did",I was aware of some,None did,None did,Sometimes,Same level of comfort for each,Some of my previous supervisors,False,False,False,,5.0,5.0,No,No,False,No,Not applicable to me,Not applicable to me,,7,Maybe,,Maybe,,False,8,No,,No,3,28,Female,Turkey,,,Turkey,,45
138,False,More than 1000,True,True,No,No,No,No,No,Somewhat easy,Mental health,No,False,No,False,1.0,1.0,True,True,I don't know,N/A (was not aware),None did,None did,Sometimes,Mental health,"No, none of my previous supervisors",False,False,False,,0.0,0.0,Yes,,True,No,Never,Rarely,No,0,Maybe,I will bring up so that in future policy should be created to take care of personnel working for you should also be mentally healthy.,Maybe,To save other like me ,False,0,No,,No,1,42,Male,India,,,India,,45
139,False,More than 1000,True,True,I don't know,,No,No,I don't know,I don't know,Same level of comfort for each,Maybe,False,Maybe,False,5.0,5.0,False,,,,,,,,,,,,,,,Don't Know,Don't Know,False,I don't know,Not applicable to me,Not applicable to me,,5,Maybe,"
",Maybe,"
",False,5,I've always been self-employed,,Maybe/Not sure,4,35,f,Brazil,,,Brazil,,45
140,False,More than 1000,False,True,Yes,Yes,No,Yes,Yes,Somewhat difficult,Physical health,No,False,Maybe,True,3.0,1.0,True,False,"Yes, they all did",I was aware of some,Some did,"Yes, they all did","Yes, always",Physical health,"No, none of my previous supervisors",False,False,False,,9.0,6.0,No,Possibly,True,No,Rarely,Never,Maybe,5,Maybe,I am diabetic so sometimes having a disability is one of the questions.,No,I don't feel that having a mental health issue is widely accepted.,False,5,No,,No,3,40,Male,United States of America,Tennessee,White,United States of America,Tennessee,45
141,False,100-500,False,True,Yes,Yes,Yes,No,I don't know,Somewhat difficult,Physical health,No,False,No,False,7.0,5.0,True,False,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,False,False,,7.0,3.0,Yes,Yes,True,Yes,Sometimes,Often,Yes,1,Maybe,Not sure if it would impact employment decision.,No,It would impact employment decision.,False,2,"Yes, I experienced","I'm a sandwich-caregiver (to both a child and adult) who suffers from chronic stress. Response to requests for support and FMLA are formulaic by HR and ""that's sad our hands are tied"" along w/suggestions that FMLA is ""abused"" by undeserving/lazy people, a signal to me it's better to try to ""fly under the radar"" as I take time off for caregiving (and hope for the best, which of course causes more stress).",No,2,54,female,United States of America,Illinois,White,United States of America,Illinois,45
142,False,100-500,True,True,Yes,No,No,No,I don't know,Very easy,Same level of comfort for each,Yes,False,Maybe,False,5.0,9.0,True,True,"Yes, they all did",I was aware of some,Some did,Some did,Sometimes,Physical health,"No, none of my previous supervisors",False,False,True,talked about them dealing with a tough family situation,5.0,2.0,No,Yes,True,Yes,Not applicable to me,Not applicable to me,No,10,No,only if it was pertinent to performing the described duties,Maybe,only if it was pertinent to the described job duties,False,7,Maybe/Not sure,,Maybe/Not sure,3,37,male,United States of America,Ohio,White,United States of America,Ohio,45
143,False,More than 1000,False,False,Yes,Yes,I don't know,Yes,Yes,Somewhat difficult,Physical health,No,True,Maybe,True,10.0,8.0,True,False,I don't know,N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,False,False,,5.0,0.0,Yes,No,True,I don't know,Rarely,Often,,8,Maybe,Not sure how that matters me bringing it up.,Maybe,"One the one hand, no, because that might ruin my chance of getting hired. On the other hand, yes, because if the employer would not higher me just because of my mental illness, then it's not a good place for me to work at.",True,5,No,,"Yes, I experienced",4,26,Female,United States of America,New York,White,United States of America,New York,45
144,False,100-500,False,True,I don't know,No,No,No,I don't know,I don't know,Physical health,No,False,Maybe,True,6.0,0.0,True,False,Some did,I was aware of some,Some did,Some did,No,Same level of comfort for each,"No, none of my previous supervisors",False,True,True,Mostly anxiety and aggression episodes.,8.0,5.0,Possibly,Don't Know,False,I don't know,Not applicable to me,Not applicable to me,Yes,0,No,Because it might affect the chances of being hired.,No,Because it surely would affect my chances of being hired.,True,2,Maybe/Not sure,,No,1,37,Male,Brazil,,,Brazil,,45
145,False,More than 1000,False,True,Yes,Yes,No,No,I don't know,Somewhat easy,Physical health,No,False,No,False,6.0,0.0,True,False,I don't know,N/A (was not aware),None did,Some did,I don't know,Physical health,"No, none of my previous supervisors",False,False,False,,7.0,0.0,Yes,Yes,True,I don't know,Often,Often,,8,No,Would not get job,No,Judgemental,False,0,"Yes, I observed",Spoke negatively about them,No,1,49,Female,United States of America,Ohio,White,United States of America,Ohio,45
146,False,More than 1000,False,True,I don't know,No,Yes,Yes,Yes,Somewhat easy,Physical health,Maybe,False,Maybe,False,9.0,8.0,False,,,,,,,,,,,,,,,No,No,False,No,Not applicable to me,Not applicable to me,,5,No,Fear of being judged and not get the job,No,Fear of being judged and not get the job,False,7,"Yes, I observed",,"Yes, I observed",4,23,Male,United States of America,New Jersey,Asian,United States of America,New Jersey,45
